date,open,high,low,close,volume
2011-07-27,36.549999,36.59,34.610001,34.939999,7058200
2011-07-28,34.965,35.380001,34.75,34.884998,4883000
2011-07-29,34.505001,35.049999,34.189999,34.935001,5853600
2011-08-01,35.25,35.825001,34.735001,35.349998,8041400
2011-08-02,36.355,37.244999,35.145,35.185001,13047200
2011-08-03,35.384998,36.535,35.384998,36.355,8725200
2011-08-04,35.695,35.945,34.369999,34.395,8866600
2011-08-05,34.674999,35.049999,32.950001,33.970001,10671000
2011-08-08,32.785,33.485001,30.775,30.790001,11750800
2011-08-09,31.475,32.435001,29.85,32.43,12854000
2011-08-10,31.709999,31.995001,30.280001,30.415001,10535600
2011-08-11,30.535,31.82,30.535,31.495001,9990600
2011-08-12,31.635,32.465,31.049999,32.299999,6508800
2011-08-15,32.154999,32.455002,31.34,31.965,7357800
2011-08-16,31.615,31.690001,30.809999,31.365,8876800
2011-08-17,31.48,31.639999,30.809999,31.155001,6514000
2011-08-18,30.014999,30.18,26.965,27.23,20362000
2011-08-19,26.799999,28.605,26.77,27.504999,15848600
2011-08-22,28.285,29.285,28,28.235001,12147600
2011-08-23,28.305,29.885,28.190001,29.860001,7860600
2011-08-24,29.709999,30.5,29.4,30.209999,7850200
2011-08-25,30.135,30.594999,29.23,29.6,7423600
2011-08-26,29.51,30.674999,29.055,30.42,8486000
2011-08-29,30.825001,31.530001,30.610001,31.530001,5089000
2011-08-30,31.365,31.615,30.875,31.4,4605000
2011-08-31,31.445,31.889999,31.424999,31.725,5994000
2011-09-01,32.235001,32.395,31.424999,31.555,7471000
2011-09-02,30.945,31.24,30.450001,30.549999,4820400
2011-09-06,29.645,30.23,29.075001,30.184999,6657000
2011-09-07,30.75,32.125,30.555,32.115002,10611600
2011-09-08,31.93,32.240002,30.635,31.01,7570000
2011-09-09,30.635,31.08,30.18,30.395,8727600
2011-09-12,29.915001,30.76,29.815001,30.75,7658400
2011-09-13,30.91,31.059999,30.49,30.98,6477800
2011-09-14,31.205,32.330002,31.125,31.965,11295800
2011-09-15,32.305,32.650002,32.084999,32.555,6820800
2011-09-16,32.639999,32.889999,32.185001,32.619999,4927000
2011-09-19,32.095001,32.279999,31.705,32.02,5808800
2011-09-20,32.244999,32.855,31.92,32.005001,5349800
2011-09-21,32.07,32.645,31.405001,31.424999,5202200
2011-09-22,30.42,30.785,29.915001,30.440001,7615600
2011-09-23,30.23,31.52,30,31.27,5767400
2011-09-26,31.395,32.075001,30.790001,32.025002,5379200
2011-09-27,32.66,34.259998,32.505001,33.259998,8355600
2011-09-28,33.375,33.605,32.424999,32.525002,6538200
2011-09-29,33.099998,33.439999,31.934999,32.525002,5807200
2011-09-30,32.115002,32.625,31.334999,31.35,7263200
2011-10-03,31.15,31.75,30.42,30.674999,7948600
2011-10-04,30.215,31.49,29.975,31.440001,8482600
2011-10-05,31.450001,32.009998,31.084999,31.885,5123600
2011-10-06,31.775,32.98,31.405001,32.98,5047400
2011-10-07,33,33.310001,32.485001,32.810001,4973000
2011-10-10,33.419998,34.049999,33.235001,33.935001,4561200
2011-10-11,33.695,34.095001,33.240002,33.740002,6447600
2011-10-12,34.785,36.724998,34.785,35.630001,12542800
2011-10-13,35.509998,35.665001,35.040001,35.509998,4900200
2011-10-14,35.955002,36.365002,35.755001,36.110001,4331400
2011-10-17,36.119999,36.200001,35.314999,35.669998,4105400
2011-10-18,35.634998,36.099998,34.825001,35.764999,5724400
2011-10-19,35.595001,35.889999,34.994999,35.154999,3840200
2011-10-20,34.494999,34.974998,33.884998,34.68,6236200
2011-10-21,35.025002,35.275002,34.77,35.110001,5941200
2011-10-24,35.205002,36.014999,35.110001,35.720001,4400800
2011-10-25,35.66,35.764999,34.959999,35.064999,3450800
2011-10-26,35.775002,35.875,34.419998,35.544998,5167600
2011-10-27,37.145,38.720001,36.82,38.285,8244600
2011-10-28,38.115002,38.43,37.540001,37.834999,4471200
2011-10-31,37.290001,37.349998,36.165001,36.375,7838000
2011-11-01,35.860001,35.985001,35.25,35.459999,6007200
2011-11-02,34.07,35.465,33.884998,34.959999,12851800
2011-11-03,35.560001,35.715,34.540001,35.615002,9534200
2011-11-04,35.330002,35.57,34.82,35.419998,4030000
2011-11-07,35.32,35.535,34.525002,35.240002,5083400
2011-11-08,35.5,35.959999,35.264999,35.68,4715400
2011-11-09,34.619999,34.665001,33.775002,33.790001,6656000
2011-11-10,34,34.345001,33.264999,33.669998,6788600
2011-11-11,34.014999,34.549999,34.014999,34.41,4183400
2011-11-14,34.395,34.445,33.75,33.799999,3595600
2011-11-15,33.75,34.924999,33.669998,34.785,6282200
2011-11-16,34.345001,35.005001,33.955002,34.200001,11754400
2011-11-17,34.09,34.365002,33.380001,33.57,5498000
2011-11-18,33.424999,33.630001,32.855,33.115002,4702600
2011-11-21,32.5,32.605,31.85,32.355,4268800
2011-11-22,32.110001,32.825001,32.02,32.584999,4916400
2011-11-23,32.220001,32.25,30.965,30.975,6269600
2011-11-25,30.76,31.674999,30.76,31.24,2159800
2011-11-28,31.49,32.5,31.49,32.345001,5040000
2011-11-29,32.724998,33.215,32.115002,32.389999,4989200
2011-11-30,33.349998,33.855,33.294998,33.674999,7226600
2011-12-01,33.540001,33.919998,33.27,33.794998,4532000
2011-12-02,34.084999,34.669998,33.900002,34.25,5167000
2011-12-05,34.880001,35.419998,34.32,34.98,7172800
2011-12-06,35.189999,35.305,34.645,34.945,4207600
2011-12-07,34.715,35.049999,33.880001,34.884998,4693200
2011-12-08,34.529999,34.575001,33.564999,33.669998,5451800
2011-12-09,33.880001,34.84,33.775002,34.689999,3951600
2011-12-12,34.224998,34.25,33.505001,33.720001,3982800
2011-12-13,33.875,34.34,33.209999,33.455002,3483800
2011-12-14,33.125,33.264999,32.404999,32.540001,4200400
2011-12-15,32.955002,33.334999,32.695,32.77,4594200
2011-12-16,32.68,33.525002,32.605,32.744999,8933800
2011-12-19,32.959999,33.305,31.975,32.075001,3681400
2011-12-20,32.724998,33.900002,32.599998,33.814999,4634000
2011-12-21,33.205002,33.314999,31.25,31.74,10335600
2011-12-22,31.865,32.389999,31.855,32.099998,4089400
2011-12-23,32.330002,32.384998,32.07,32.279999,2309200
2011-12-27,32.189999,32.439999,32.009998,32.095001,2102000
2011-12-28,32.035,32.290001,31.495001,31.584999,3105200
2011-12-29,31.719999,31.85,31.48,31.83,2759600
2011-12-30,31.735001,32.325001,31.735001,32.154999,3196800
2012-01-03,33.32,33.799999,32.785,32.860001,5370200
2012-01-04,32.799999,33.060001,32.459999,32.98,3759600
2012-01-05,32.799999,33.775002,32.474998,33.645,6832400
2012-01-06,33.625,33.785,33.105,33.205002,4095400
2012-01-09,33.32,33.5,33.014999,33.32,4280400
2012-01-10,33.740002,35.084999,33.705002,34.880001,9097800
2012-01-11,34.855,35.360001,34.68,35.139999,6117400
2012-01-12,33.77,34.650002,33.625,34.555,9153400
2012-01-13,34.474998,34.52,33.805,34.169998,4402800
2012-01-17,34.814999,34.965,34.099998,34.215,3972000
2012-01-18,34.07,34.68,33.875,34.674999,3956600
2012-01-19,34.895,35.439999,34.799999,34.91,4061200
2012-01-20,34.915001,35.375,34.849998,35.084999,4696600
2012-01-23,35.174999,35.455002,34.994999,35.305,5159800
2012-01-24,35.169998,35.650002,35.009998,35.59,2971800
2012-01-25,35.674999,35.974998,35.169998,35.884998,3324000
2012-01-26,35.994999,36.240002,35.43,35.615002,2777400
2012-01-27,35.544998,35.84,35.384998,35.665001,2223800
2012-01-30,35.275002,35.599998,35.174999,35.494999,1974000
2012-01-31,35.650002,35.974998,35.494999,35.875,2796400
2012-02-01,36.34,36.695,36.064999,36.485001,4709800
2012-02-02,36.59,36.830002,36.215,36.305,2904000
2012-02-03,36.794998,37.095001,36.615002,36.674999,3323400
2012-02-06,36.384998,36.549999,36.029999,36.185001,4916400
2012-02-07,36.285,36.549999,35.485001,36.005001,6617800
2012-02-08,34.880001,36.334999,34.825001,35.375,12996800
2012-02-09,35.494999,35.849998,35.150002,35.34,5233800
2012-02-10,35.150002,35.220001,34.799999,35.040001,5383600
2012-02-13,35.189999,35.459999,35.005001,35.325001,3572600
2012-02-14,35.18,35.389999,34.900002,35.375,3387200
2012-02-15,35.509998,35.779999,35.049999,35.360001,5944200
2012-02-16,35.294998,36.029999,35.294998,35.98,3502200
2012-02-17,35.990002,36.16,35.34,35.540001,4981200
2012-02-21,35.645,35.785,35.25,35.305,3630200
2012-02-22,35.23,35.689999,35.215,35.57,2917000
2012-02-23,35.5,35.540001,35.099998,35.299999,4333800
2012-02-24,35.505001,36.16,35.490002,36.09,4616200
2012-02-27,35.794998,36.189999,35.619999,36,2869000
2012-02-28,36.220001,36.23,35.615002,35.775002,2963400
2012-02-29,35.84,35.900002,35.465,35.474998,3431200
2012-03-01,35.724998,35.814999,35.505001,35.685001,3173000
2012-03-02,35.75,35.82,35.41,35.669998,2891000
2012-03-05,35.5,35.810001,35.474998,35.720001,3781400
2012-03-06,35.389999,35.68,35.080002,35.195,4129400
2012-03-07,35.310001,35.639999,35.084999,35.544998,2440400
2012-03-08,35.75,36.514999,35.720001,36.43,3785000
2012-03-09,36.419998,36.494999,36.215,36.349998,3464400
2012-03-12,36.240002,36.490002,35.994999,36.400002,2289400
2012-03-13,36.5,37.82,36.48,37.814999,6965600
2012-03-14,37.75,37.955002,37.490002,37.654999,4518200
2012-03-15,37.549999,38.174999,37.525002,38.130001,3985600
2012-03-16,38.290001,38.514999,38.25,38.455002,6825000
2012-03-19,38.330002,38.450001,37.970001,38.095001,2478200
2012-03-20,37.814999,37.924999,37.5,37.884998,3040200
2012-03-21,37.860001,38.514999,37.75,38.470001,3813400
2012-03-22,38.205002,38.27,37.875,38.185001,4008400
2012-03-23,38.264999,38.490002,37.860001,38.189999,3742000
2012-03-26,38.384998,38.845001,38.139999,38.834999,2891200
2012-03-27,38.970001,39,38.669998,38.705002,2858000
2012-03-28,38.615002,38.615002,38.025002,38.200001,3154000
2012-03-29,37.990002,38.185001,37.705002,38.150002,3174200
2012-03-30,38.474998,38.654999,37.990002,38.474998,3624200
2012-04-02,38.360001,38.924999,38.055,38.505001,3902000
2012-04-03,38.334999,38.455002,37.889999,38.154999,3424800
2012-04-04,37.77,38.25,37.68,38.139999,3347800
2012-04-05,38.029999,38.66,37.889999,38.645,3091600
2012-04-09,38.040001,38.084999,37.669998,37.955002,3219600
2012-04-10,37.865002,37.974998,37.325001,37.41,4775400
2012-04-11,37.625,38.215,37.494999,37.685001,3707000
2012-04-12,37.884998,38.424999,37.799999,38.380001,3329400
2012-04-13,36.939999,37.645,36.599998,36.900002,12157600
2012-04-16,37.040001,37.209999,36.215,36.349998,5433800
2012-04-17,36.595001,37.310001,36.514999,37.125,3953800
2012-04-18,36.860001,36.985001,36.220001,36.334999,4364000
2012-04-19,36.255001,36.564999,35.779999,35.950001,5159800
2012-04-20,36.099998,36.259998,35.790001,35.805,4931400
2012-04-23,35.450001,36.055,34.985001,35.884998,7096200
2012-04-24,36.064999,36.625,35.939999,36.195,4830800
2012-04-25,36.099998,36.494999,35.834999,36.055,5031200
2012-04-26,36.029999,36.915001,35.880001,36.700001,3941800
2012-04-27,36.959999,37.305,36.439999,36.990002,2414800
2012-04-30,36.935001,37,36.439999,36.665001,3159800
2012-05-01,36.654999,37.084999,36.43,36.689999,2694600
2012-05-02,36.365002,36.580002,36.150002,36.419998,3434600
2012-05-03,36.400002,36.400002,35.48,35.544998,4886000
2012-05-04,35.25,35.34,34.764999,34.830002,6636000
2012-05-07,30.5,30.625,27.85,28.15,76133200
2012-05-08,28.719999,30.254999,28.584999,30.15,28907800
2012-05-09,29.535,30.385,29.295,30.295,10455000
2012-05-10,30.465,30.59,30,30.525,10646200
2012-05-11,30.455,30.805,30.25,30.645,8722400
2012-05-14,30.245001,30.440001,29.99,30.02,6643000
2012-05-15,30.115,31.02,30.110001,30.6,8837000
2012-05-16,30.559999,30.75,30.155001,30.184999,6995800
2012-05-17,30.18,30.285,29.684999,29.725,7490400
2012-05-18,29.895,30.18,29.684999,29.815001,10419800
2012-05-21,29.965,30.775,29.705,30.540001,6796000
2012-05-22,30.549999,30.795,30.25,30.465,4914200
2012-05-23,30.165001,30.790001,29.905001,30.635,5508200
2012-05-24,30.775,30.889999,29.66,30.055,8176000
2012-05-25,30.059999,30.190001,29.85,30,4415200
2012-05-29,30.094999,30.790001,30.094999,30.5,4183200
2012-05-30,30.25,30.25,29.055,29.43,9456400
2012-05-31,29.455,29.455,28.5,29.125,6999600
2012-06-01,28.434999,28.625,28.174999,28.450001,6815600
2012-06-04,28.639999,29.004999,28.48,28.965,4327000
2012-06-05,28.780001,29.344999,28.639999,29.18,4626000
2012-06-06,29.565001,30.370001,29.370001,30.055,5248200
2012-06-07,30.455,30.455,29.58,29.665001,4743800
2012-06-08,29.5,29.66,29.174999,29.424999,6524200
2012-06-11,29.565001,29.795,28.975,29.030001,5588800
2012-06-12,29.02,29.475,28.934999,29.315001,4523000
2012-06-13,29.155001,29.559999,29.059999,29.305,5794600
2012-06-14,29.26,29.674999,28.92,29.545,5295200
2012-06-15,29.625,30.305,29.455,30.25,6944600
2012-06-18,30.129999,30.25,29.855,29.965,4633000
2012-06-19,30.200001,30.440001,30.065001,30.195,3583600
2012-06-20,30.24,30.379999,29.77,30.174999,3887000
2012-06-21,30.225,30.365,28.955,28.985001,5063800
2012-06-22,29.09,29.299999,28.93,29.235001,4025200
2012-06-25,28.91,29.184999,28.745001,28.950001,5061800
2012-06-26,27.915001,28.545,27.844999,28.469999,7430800
2012-06-27,28.635,29.235001,28.575001,28.805,4269800
2012-06-28,28.635,28.700001,27.625,28.1,7550800
2012-06-29,29.09,30,29.030001,30,5287400
2012-07-02,30.15,30.27,29.514999,29.695,4326400
2012-07-03,29.709999,30.110001,29.559999,29.875,1427200
2012-07-05,29.715,30.275,29.67,30.110001,2717600
2012-07-06,29.75,29.780001,28.365,28.83,6010000
2012-07-09,28.82,29.02,28.434999,28.68,3714000
2012-07-10,28.805,29.145,27.99,28.094999,5290400
2012-07-11,28.195,28.73,27.969999,28.26,4144200
2012-07-12,27.275,27.775,26.959999,27.674999,12802200
2012-07-13,27.690001,28.68,27.635,28.629999,5672400
2012-07-16,28.639999,29.174999,28.455,29.129999,6274400
2012-07-17,29.370001,29.41,28.700001,29.09,4118600
2012-07-18,29.059999,29.785,28.950001,29.655001,3042000
2012-07-19,29.879999,30.025,29.424999,29.48,3457000
2012-07-20,29.48,29.48,28.625,28.66,5125800
2012-07-23,28.129999,28.370001,27.75,28.245001,3924800
2012-07-24,28.285,28.370001,27.59,27.825001,3806600
2012-07-25,27.790001,28.325001,27.790001,28.049999,3987600
2012-07-26,28.610001,28.945,28.280001,28.48,4339400
2012-07-27,28.809999,29.485001,28.59,29.264999,5567600
2012-07-30,29.245001,29.540001,28.57,28.655001,3994200
2012-07-31,28.725,28.860001,28.35,28.385,5368200
2012-08-01,28.555,28.709999,28.084999,28.129999,4387800
2012-08-02,27.969999,28.385,27.764999,28.139999,9230400
2012-08-03,28.35,29.17,28.235001,28.93,10088200
2012-08-06,32,32.740002,31.625,32.105,17712000
2012-08-07,32.099998,32.380001,31.84,31.9,8458200
2012-08-08,31.700001,32.34,31.610001,32.200001,4269200
2012-08-09,32.025002,32.439999,32.009998,32.220001,4700200
2012-08-10,32.044998,32.57,32.040001,32.485001,3252600
2012-08-13,32.305,32.490002,32.259998,32.470001,4030000
2012-08-14,32.5,32.5,31.965,32.154999,4019800
2012-08-15,32.25,32.330002,31.775,31.865,4031800
2012-08-16,31.924999,32.535,31.815001,32.459999,4853600
2012-08-17,32.595001,32.595001,32.139999,32.240002,3808000
2012-08-20,32.224998,32.25,31.84,32.055,3696400
2012-08-21,32.244999,32.630001,32.014999,32.220001,4682800
2012-08-22,32.150002,32.439999,31.93,32.415001,2624000
2012-08-23,32.209999,32.825001,32.209999,32.494999,4038800
2012-08-24,32.34,32.59,32.18,32.43,2854200
2012-08-27,32.474998,32.494999,32.16,32.275002,2593400
2012-08-28,32.259998,32.375,32.080002,32.209999,2244400
2012-08-29,32.240002,32.450001,32.130001,32.365002,2441000
2012-08-30,32.25,32.325001,31.879999,31.915001,2677800
2012-08-31,32.285,32.5,31.895,32.139999,3283400
2012-09-04,32.154999,32.435001,31.834999,32.110001,4168000
2012-09-05,32.130001,32.189999,31.684999,31.934999,3911600
2012-09-06,32.215,32.990002,32.165001,32.970001,5893400
2012-09-07,32.970001,33.709999,32.82,33.599998,7043600
2012-09-10,33.91,33.91,33.25,33.41,5143200
2012-09-11,33.360001,33.68,33.349998,33.630001,3192400
2012-09-12,33.720001,34.334999,33.555,34.099998,5992800
2012-09-13,34.049999,35.07,33.715,35.02,6447000
2012-09-14,34.805,35.724998,34.764999,35.5,10618200
2012-09-17,35.41,35.490002,34.459999,34.525002,6172600
2012-09-18,34.485001,34.619999,34.264999,34.349998,3336000
2012-09-19,34.57,34.595001,34.215,34.305,5212800
2012-09-20,34.080002,34.240002,33.950001,34.125,4151200
2012-09-21,34.459999,34.744999,34.244999,34.305,7788200
2012-09-24,34.105,34.43,34.049999,34.23,5145800
2012-09-25,34.419998,34.450001,33.900002,33.955002,4011600
2012-09-26,33.919998,34.139999,33.59,33.939999,3573000
2012-09-27,33.985001,34.52,33.985001,34.360001,4100400
2012-09-28,34.645,35.575001,34.580002,34.945,6430000
2012-10-01,35.154999,35.705002,34.959999,35.625,7042000
2012-10-02,35.740002,35.75,35.415001,35.564999,4711200
2012-10-03,35.674999,35.875,35.544998,35.77,3385800
2012-10-04,35.779999,35.955002,35.555,35.915001,2380200
2012-10-05,36,36.365002,35.759998,35.91,4081400
2012-10-08,35.685001,35.919998,35.395,35.674999,2675400
2012-10-09,35.535,35.77,34.985001,34.985001,4781800
2012-10-10,34.985001,35.080002,34.509998,34.68,4412800
2012-10-11,34.990002,35.189999,34.75,34.915001,4206200
2012-10-12,34.465,35.040001,34.134998,34.77,3871400
2012-10-15,35.005001,35.02,34.605,34.900002,3385200
2012-10-16,34.994999,35.235001,34.779999,35.125,2435200
2012-10-17,34.924999,34.974998,34.060001,34.77,5947600
2012-10-18,34.759998,34.794998,34.459999,34.685001,5315200
2012-10-19,34.689999,34.895,34.259998,34.384998,7647600
2012-10-22,34.514999,34.994999,34.224998,34.904999,3571200
2012-10-23,34.5,34.880001,34.41,34.794998,4439600
2012-10-24,34.955002,35,34.285,34.299999,4116600
2012-10-25,34.700001,34.82,33.950001,34.084999,3494600
2012-10-26,34.049999,34.220001,33.099998,33.365002,5894200
2012-10-31,33.445,33.685001,32.970001,33.325001,6260200
2012-11-01,33.439999,33.720001,33.290001,33.605,6780600
2012-11-02,33.764999,33.994999,33.055,33.075001,5600000
2012-11-05,33.060001,33.34,32.755001,33.009998,5354800
2012-11-06,33.299999,33.695,33.02,33.674999,5473600
2012-11-07,34.055,34.404999,32.950001,33.470001,7944600
2012-11-08,33.075001,33.790001,32.619999,32.634998,5682800
2012-11-09,32.625,33.419998,32.544998,33,6768400
2012-11-12,33.110001,33.27,32.700001,32.974998,3354400
2012-11-13,32.810001,32.959999,32.360001,32.639999,3716800
2012-11-14,32.650002,32.755001,32.099998,32.145,5842600
2012-11-15,32.48,32.610001,32.279999,32.505001,5313000
2012-11-16,32.490002,32.970001,32.48,32.869999,5934400
2012-11-19,33.209999,33.400002,32.985001,33.075001,4579800
2012-11-20,32.895,33.049999,32.255001,32.669998,6865600
2012-11-21,32.830002,32.994999,32.639999,32.755001,2374800
2012-11-23,33.02,33.25,32.650002,33.240002,2174000
2012-11-26,33.049999,33.235001,32.549999,32.994999,3896400
2012-11-27,32.785,33.080002,32.605,32.77,3561600
2012-11-28,32.549999,32.93,32.310001,32.84,3570200
2012-11-29,33.075001,33.68,33.064999,33.560001,6077400
2012-11-30,33.459999,33.715,33.200001,33.615002,5776800
2012-12-03,33.764999,34.165001,33.470001,33.490002,5570800
2012-12-04,33.525002,33.650002,33.16,33.57,3035600
2012-12-05,34.299999,35.075001,33.834999,34.875,7571400
2012-12-06,34.865002,35.025002,34.564999,34.985001,5650000
2012-12-07,35.154999,35.185001,34.724998,35.16,4345600
2012-12-10,34.985001,35.5,34.985001,35.485001,4846800
2012-12-11,35.5,36.345001,35.450001,36.134998,5973600
2012-12-12,36.174999,36.27,35.935001,36.099998,3381000
2012-12-13,35.884998,36.490002,35.805,36.044998,4343800
2012-12-14,36.025002,36.380001,35.974998,36.264999,3685600
2012-12-17,36.310001,36.5,36.165001,36.470001,4403200
2012-12-18,36.564999,37.305,36.455002,37.130001,4816000
2012-12-19,37.360001,37.435001,36.605,36.634998,4389400
2012-12-20,36.400002,36.889999,35.775002,36.860001,5648200
2012-12-21,36.5,37.055,35.93,36.865002,9828400
2012-12-24,36.610001,36.785,36.355,36.674999,1605600
2012-12-26,36.654999,36.855,36.395,36.575001,1933400
2012-12-27,36.560001,36.724998,35.93,36.5,3154600
2012-12-28,36.240002,36.389999,36.07,36.154999,2277600
2012-12-31,36.139999,37.025002,36.075001,36.939999,4402600
2013-01-02,37.73,38.095001,37.23,38.07,4879200
2013-01-03,38.285,38.285,37.540001,37.68,4884800
2013-01-04,37.860001,37.860001,37.43,37.59,3537400
2013-01-07,37.529999,37.82,37.200001,37.755001,3521400
2013-01-08,37.814999,37.825001,37.145,37.25,3699800
2013-01-09,37.709999,37.75,37.055,37.205002,4009600
2013-01-10,37.360001,37.645,37.075001,37.525002,4474400
2013-01-11,38.825001,39.285,38.634998,39.235001,7848000
2013-01-14,39.035,39.470001,39.014999,39.224998,4209600
2013-01-15,39.009998,39.165001,38.865002,39.080002,2598200
